model,article_index,actual,predicted,direction,confidence,subject,n_words,length_bucket,n_matched_features,mentions_reuters,reuters_tag,wire_dateline,title
Naive Bayes,29073,real,fake,false FAKE,0.7657712321480847,politicsNews,772,500-999,268,True,True,False,"Trump, Cruz tensions may provide liveliest Republican debate yet"
Naive Bayes,10147,fake,real,false REAL,0.765427569562881,politics,267,200-499,68,False,False,False,"NORTH KOREA BLINKS After Threats From POTUS and “Mad Dog” Mattis: “If they do that, then it’s game on”"
Naive Bayes,20961,real,fake,false FAKE,0.7651964815298591,politicsNews,434,200-499,142,True,True,False,Pew U.S. survey finds agreement on some gun-control proposals
Naive Bayes,9042,fake,real,false REAL,0.7651340321215085,News,355,200-499,93,False,False,False, Here’s What The Fracking Industry Gave To Oklahoma In 2015 (IMAGES)
Naive Bayes,8738,fake,real,false REAL,0.7637974027532596,News,454,200-499,143,True,False,False," President Obama Just Sent The Climate Change Industry Some Very, Very Bad News"
Naive Bayes,9702,fake,real,false REAL,0.7632625931583089,politics,462,200-499,121,False,False,False,"BREAKING NEWS: N. AMERICAN FAMILY Held Hostage During Obama Presidency RESCUED In Pakistan: “This is a country that did not respect us, this is a country that respects us now” [VIDEO]"
Naive Bayes,16309,fake,real,false REAL,0.7625362384051773,Government News,347,200-499,82,False,False,False,OBAMA RELEASES TOP IRANIAN SCIENTIST…LEAVES 4 AMERICANS TO FEND FOR THEMSELVES IN IRANIAN PRISONS As Part Of Nuke Deal
Naive Bayes,9832,fake,real,false REAL,0.7617895403728319,politics,648,500-999,230,False,False,False,REVEALED: HOW BARACK OBAMA IS FUNDING The “Resistance” Movement Against President Trump
Naive Bayes,11664,fake,real,false REAL,0.7612619269475823,politics,878,500-999,207,False,False,False,"FEDS, CA STATE OFFICIALS IGNORED OROVILLE DAM WARNINGS…While Obama, CA Gov Brown Obsessed Over Spending $15 BILLION To Dig Two Controversial Tunnels"
Naive Bayes,17699,fake,real,false REAL,0.7604775026528773,US_News,2513,1000+,597,False,False,False,"UNHOLY ALLIANCE: Hillary Clinton’s Saudi Sponsors Support Terrorism, Islamist Extremism"
Naive Bayes,28242,real,fake,false FAKE,0.7599317011308386,politicsNews,189,50-199,82,True,True,True,TV audience for CNN Republican presidential debate down from last week
Naive Bayes,11801,fake,real,false REAL,0.7596404050470071,politics,476,200-499,144,False,False,False,BREAKING: Mexico’s President Cancels Visit With Trump Over Defending Our US Border From Lawbreakers…But Wrongfully Imprisoning US Marine Tahmooressi For “Border Violation” Was No Big Deal
Naive Bayes,27254,real,fake,false FAKE,0.7595804151018376,politicsNews,308,200-499,111,True,True,False,"Protesters throw rocks, bottles at police outside Trump rally in New Mexico"
Naive Bayes,28797,real,fake,false FAKE,0.7589309896945822,politicsNews,334,200-499,121,True,True,False,Trump says will attend March Fox debate with Megyn Kelly: report
Naive Bayes,31164,real,fake,false FAKE,0.7584830180732608,worldnews,295,200-499,97,True,True,True,"In court first, Swede jailed for rape of children online"
Naive Bayes,13171,fake,real,false REAL,0.7575713070375216,politics,194,50-199,67,False,False,False,EPIPEN CEO UNDER FIRE FOR PRICE GOUGING Is Daughter Of US Senator
Naive Bayes,26676,real,fake,false FAKE,0.757479006956653,politicsNews,555,500-999,165,True,True,False,"U.S. Women's Open must leave Trump National, says Burk"
Naive Bayes,26638,real,fake,false FAKE,0.7574582213751262,politicsNews,742,500-999,213,True,True,False,New Black Panther Party says to carry arms in Cleveland if legal
Naive Bayes,28389,real,fake,false FAKE,0.7572670839273956,politicsNews,532,500-999,178,True,True,True,Romney's anti-Trump speech ignites social media debate
Naive Bayes,25990,real,fake,false FAKE,0.7555571831539055,politicsNews,321,200-499,125,True,True,True,Trump believes Obama was born in the United States: campaign
Naive Bayes,32864,real,fake,false FAKE,0.7547467136050586,worldnews,537,500-999,144,True,True,True,Venezuelan crisis spawns boom in gambling
Naive Bayes,11608,fake,real,false REAL,0.7545243795026615,politics,165,50-199,61,True,False,False,WHOA! FRANCE’S CONSERVATIVE PRESIDENTIAL CANDIDATE Refuses To Cover Her Head With Muslim Veil…Walks Out Of Meeting! [Video]
Naive Bayes,9759,fake,real,false REAL,0.7540912048308088,politics,472,200-499,154,False,False,False,PRESIDENT TRUMP WEIGHS Executive Order On WELFARE REFORM: If You’re an Able Bodied American Who Wants A Paycheck…Find A Job
Naive Bayes,5486,fake,real,false REAL,0.7505674503309038,News,462,200-499,160,False,False,False, Collapse: ISIS Now Admits Obama’s Strategy Is DESTROYING Them
Naive Bayes,22952,real,fake,false FAKE,0.7504901349737538,politicsNews,430,200-499,108,True,True,True,Massa fastest as testing resumes in Barcelona
Naive Bayes,11692,fake,real,false REAL,0.7498357617324384,politics,154,50-199,58,False,False,False,LOL! OBAMA’S RADICAL EPA CHIEF Says There Was No “War On Coal”…But OOPS…That’s Not What The Poster Behind Her Says!
Naive Bayes,26121,real,fake,false FAKE,0.7477259611539723,politicsNews,952,500-999,271,True,True,True,U.S. conservative activist Phyllis Schlafly dead at 92
Naive Bayes,26500,real,fake,false FAKE,0.7466615280574822,politicsNews,384,200-499,137,True,True,True,Obama's brother plans to vote for Trump
Naive Bayes,19444,real,fake,false FAKE,0.7462455764878935,politicsNews,393,200-499,139,True,True,True,U.S. Attorney General defends Trump on NFL protests at free-speech talk
Naive Bayes,16157,fake,real,false REAL,0.7452758899742203,Government News,509,500-999,158,False,False,False,CONGRESSMAN SOUNDS ALERT TO CYBER SNOOPING LAW SNUCK INTO BUDGET BILL
Naive Bayes,14369,fake,real,false REAL,0.7447112188674317,politics,617,500-999,168,True,True,False,INVASION OF AMERICA: POSSIBILITY OF A TRUMP WALL Has Illegals Racing To Across The Border In Record Numbers
Naive Bayes,25611,real,fake,false FAKE,0.7434059657027554,politicsNews,886,500-999,202,True,True,False,Factbox: Women who have alleged inappropriate conduct by Trump
Naive Bayes,26485,real,fake,false FAKE,0.7426679069131901,politicsNews,886,500-999,255,True,True,True,Some in Sanders' army seem determined to march on without him
Naive Bayes,28788,real,fake,false FAKE,0.7425700726924327,politicsNews,511,500-999,134,True,True,True,"Rubio, Christie and Kasich get more debate traction on social media"
Naive Bayes,26915,real,fake,false FAKE,0.7407489280583344,politicsNews,821,500-999,266,True,True,True,"American Muslims see Trump rhetoric fueling prejudice, hate incidents"
Naive Bayes,16238,fake,real,false REAL,0.7395543838041074,Government News,292,200-499,92,False,False,False,Obama’s Legacy Before American Safety: Feds Looking At Different States For GITMO Terrorists
Naive Bayes,27199,real,fake,false FAKE,0.7378452919560323,politicsNews,233,200-499,89,True,True,False,Animal rights activists briefly disrupt Sanders' rally in California
Naive Bayes,25213,real,fake,false FAKE,0.7371060106574614,politicsNews,917,500-999,261,True,True,False,'Rage against the machine': U.S. voters reject a 'rigged' system
Naive Bayes,19428,real,fake,false FAKE,0.7370688319750112,politicsNews,601,500-999,211,True,True,False,Conservative firebrand defeats Trump pick in Alabama primary for U.S. Senate
Naive Bayes,27243,real,fake,false FAKE,0.7345453974364555,politicsNews,224,200-499,74,True,True,False,'Little House' star drops bid for U.S. congressional seat
Naive Bayes,22860,real,fake,false FAKE,0.7309785708602724,politicsNews,534,500-999,187,True,True,True,U.S. lawmaker's controversial tweet on immigration draws fire
Naive Bayes,27021,real,fake,false FAKE,0.7307859152814032,politicsNews,807,500-999,231,True,True,True,Assault rifle used in Florida shooting drives gun control debate
Naive Bayes,23349,real,fake,false FAKE,0.725705852108409,politicsNews,187,50-199,59,True,True,False,Burlington to drop Ivanka Trump brand online: Business Insider
Naive Bayes,14996,fake,real,false REAL,0.7231561188905046,politics,318,200-499,115,False,False,False,WOW! Just When We Thought Obama’s Global Relationships Couldn’t Get Any Worse…Europe Threatens This…
Naive Bayes,2720,fake,real,false REAL,0.7214641330744521,News,594,500-999,175,False,False,False, Virginia Seeks To Hold Trump In Contempt For Ignoring Federal Court Order Against Muslim Ban
Naive Bayes,18764,real,fake,false FAKE,0.7213831594591378,politicsNews,424,200-499,124,True,True,False,"Factbox: Belgian mother of two, young New Yorker among victims of truck attack"
Naive Bayes,24492,real,fake,false FAKE,0.7211627955495874,politicsNews,296,200-499,121,True,True,True,"Trump, Bill Clinton trade insults in unusual exchange"
Naive Bayes,27553,real,fake,false FAKE,0.7206650639935597,politicsNews,603,500-999,201,True,True,False,"Exiting 2016 race, Republican Cruz leaves himself a path forward"
Naive Bayes,1625,fake,real,false REAL,0.7193639649295555,News,361,200-499,92,False,False,False, Trump Administration Just Pressured Argentina Into Not Honoring Jimmy Carter With An Award
Naive Bayes,7616,fake,real,false REAL,0.7182840858681693,News,646,500-999,220,False,False,False, Benjamin Netanyahu Just Snubbed Obama AGAIN – And In The Scummiest Way Possible
Naive Bayes,27046,real,fake,false FAKE,0.7175907455341138,politicsNews,351,200-499,142,True,True,True,Warren to keep up assault on White House hopeful Trump over judge comments
Naive Bayes,33298,real,fake,false FAKE,0.7168069186120667,worldnews,415,200-499,123,True,True,True,Hungarians take walking tour to overcome fears of Muslims
Naive Bayes,11333,fake,real,false REAL,0.7152883628364289,politics,167,50-199,70,False,False,False,WOW! HOUSE INTELLIGENCE Chair CONFIRMS Trump Was Correct…Trump Transition Team WAS Surveilled By Obama [VIDEO]
Naive Bayes,23890,real,fake,false FAKE,0.7149834418212577,politicsNews,46,<50,28,True,False,False,"Factbox: Trump on Twitter (Jan 25) - ABC interview, voter fraud, Supreme Court pick"
Naive Bayes,28910,real,fake,false FAKE,0.7107763552348907,politicsNews,1271,1000+,281,True,True,True,Campaigning in style: How Jeb Bush blew through his war chest 
Naive Bayes,16133,fake,real,false REAL,0.709606376061287,Government News,847,500-999,214,False,False,False,REVOLUTION: The Patriot Spring Is Coming
Naive Bayes,9262,fake,real,false REAL,0.7060678397858587,politics,256,200-499,94,False,False,False,SECRETARY OF STATE REX TILLERSON Shuts Down Obnoxious Press Asking Why He ‘Puts Up With’ Trump [Video]
Naive Bayes,8429,fake,real,false REAL,0.7060553991031071,News,757,500-999,189,False,False,False, Netanyahu Says ‘Respected Western Opinion Leaders’ Hate The Jewish People (VIDEO)
Naive Bayes,13851,fake,real,false REAL,0.7057911701383484,politics,300,200-499,98,False,False,False,DOJ Funneled Housing Crisis Money To Immigrant Activist Groups Like La Raza
Naive Bayes,28849,real,fake,false FAKE,0.7049737194326825,politicsNews,492,200-499,166,True,True,True,Republican Cruz apologizes for email implying Carson might exit race
Naive Bayes,1667,fake,real,false REAL,0.7034466331479595,News,445,200-499,127,False,False,False, Trump Considers ‘Terminating NAFTA’ With Executive Order (DETAILS)
Naive Bayes,12027,fake,real,false REAL,0.7002641779569626,politics,232,200-499,69,False,False,False,PUTIN PUSHES His Own Reset Button With America In A Very Surprising Move
Naive Bayes,16370,fake,real,false REAL,0.6990888227821505,Government News,332,200-499,111,False,False,False,NSA ARCHITECT: NSA SNOOPING EXPIRES BUT FEDS WILL CONTINUE SURVEILLANCE OF AMERICANS’ PHONE RECORDS
Naive Bayes,28830,real,fake,false FAKE,0.6976378240923751,politicsNews,772,500-999,262,True,True,False,Republican campaign for White House turns nastier as field narrows
Naive Bayes,18595,real,fake,false FAKE,0.6965039940212825,politicsNews,171,50-199,76,True,True,False,Trump would want Moore to step aside if sexual misconduct allegations true: White House
Naive Bayes,27644,real,fake,false FAKE,0.6948794648339811,politicsNews,444,200-499,106,True,True,True,U.S. justices mull propriety of recalling discharged jury to duty
Naive Bayes,22966,real,fake,false FAKE,0.6943913533379387,politicsNews,350,200-499,132,True,True,True,"Carson calls slaves 'immigrants' in speech, drawing criticism"
Naive Bayes,15636,fake,real,false REAL,0.6937072805619853,politics,1574,1000+,354,False,False,False,VATICAN ADVISOR: Says Pope Will Call On World At UN To Join Crusade For a New World Order…Would Like US To Pay $845 BILLION GLOBAL TAX To Combat ‘Climate Change’
Naive Bayes,25776,real,fake,false FAKE,0.6934632884871725,politicsNews,249,200-499,88,True,True,True,U.S. vice presidential debate watched by 37 million on TV
Naive Bayes,20367,real,fake,false FAKE,0.6930354853275199,politicsNews,335,200-499,114,True,True,True,Boy Scouts of America apologizes for Trump's 'political rhetoric'
Naive Bayes,15515,fake,real,false REAL,0.6891803846982604,politics,805,500-999,201,False,False,False,COINCIDENCE? CHOBANI SCORES MAJOR CONTRACT WITH MOOCH’S GOVERNMENT CONTROLLED SCHOOL LUNCH PROGRAM After Airing Naked Lesbian TV Ad To 3% Of Population [VIDEO]
Naive Bayes,9917,fake,real,false REAL,0.6887797651579782,politics,919,500-999,245,False,False,False,Ramadan Abdullah Set Free On Bail After Police Make Shocking Discovery Of Weapons In Storage Locker Destined For Secretive Islamic Compound In Upstate NY
Naive Bayes,27070,real,fake,false FAKE,0.6861087111370031,politicsNews,636,500-999,224,True,True,True,"Exclusive: Clinton ally Warren weighs potential VP role, sees hurdles - sources"
Naive Bayes,593,fake,real,false REAL,0.6815637092017975,News,441,200-499,145,False,False,False, Donald Trump Doubles Down On Korea Threat; Says He Wasn’t Tough Enough
Naive Bayes,22806,real,fake,false FAKE,0.6798322245459301,politicsNews,93,50-199,42,True,True,True,Trump suggests more information coming about wiretap claim: Fox News interview
Naive Bayes,11261,fake,real,false REAL,0.6770930121856844,politics,481,200-499,138,False,False,False,LOL! DEM Senator Dick Durbin Voted To Confirm Circuit Judge Gorsuch In 2006…Tells CNN Host “He Can’t Remember” How He Voted [VIDEO]
Naive Bayes,3516,fake,real,false REAL,0.6765811711423207,News,519,500-999,192,False,False,False, HUGE Campaign Promise Broken By Trump As He Stabs Working Class Americans In The Back Yet Again
Naive Bayes,14478,fake,real,false REAL,0.6750014300418241,politics,861,500-999,188,False,False,False,HOW OBAMA Could Temporarily Fill The Vacancy Left By Justice Scalia With A RADICAL LEFTIST Judge
Naive Bayes,30223,real,fake,false FAKE,0.6736028759387662,worldnews,292,200-499,90,True,True,True,Botswana court orders government to recognize transgender woman as female
Naive Bayes,28593,real,fake,false FAKE,0.6731623160156643,politicsNews,809,500-999,282,True,True,True,Rubio sharpens attacks after latest Trump win in White House race
Naive Bayes,20492,real,fake,false FAKE,0.6724814228767604,politicsNews,213,200-499,88,True,False,False,"Factbox: Trump on Twitter (July 24) - Chuck Schumer, Adam Schiff, Obamacare"
Naive Bayes,15921,fake,real,false REAL,0.6713387321483406,Government News,278,200-499,97,False,False,False,NEW DATA RELEASED: OBAMA ADMIN “Accidentally Collected Info” On Americans During Election
Naive Bayes,36110,real,fake,false FAKE,0.6688958098014339,worldnews,125,50-199,41,True,True,True,Poles dressed in black march in defense of women's rights
Naive Bayes,3119,fake,real,false REAL,0.6687320523707698,News,477,200-499,156,False,False,False, Ethics Office Just Called Out GOP For Shady Schemes To Confirm Trump’s Corrupt Cabinet Picks
Naive Bayes,29066,real,fake,false FAKE,0.6632248495287345,politicsNews,213,200-499,103,True,True,False,"Factbox: The economy, guns top on social media during U.S. Republican debate"
Naive Bayes,32450,real,fake,false FAKE,0.6623013749559579,worldnews,367,200-499,72,True,True,True,Memories in milk bottles: Polish exhibition 'shouts out' annihilation story of Warsaw Ghetto
Naive Bayes,11425,fake,real,false REAL,0.6622879355842097,politics,692,500-999,184,False,False,False,"WATCH: Wildly Popular, Outspoken Geert Wilders Is Being Called “The Dutch Trump”…Why His Plan To De-Islamize The Netherlands Is Resonating With Voters"
Naive Bayes,7638,fake,real,false REAL,0.6620457522021979,News,422,200-499,162,True,False,False, The World Speaks Out On Trump — Top Foreign Diplomats Unite Against Him
Naive Bayes,15050,fake,real,false REAL,0.661460120878895,politics,181,50-199,57,False,False,False,MUSLIM INVASION UPDATE: Gang Members In Germany On Trial For Robbing Churches And Schools To Fund ISIS
Naive Bayes,28151,real,fake,false FAKE,0.6604377460767619,politicsNews,781,500-999,260,True,True,True,Half of U.S. women have 'very unfavorable' view of Trump: poll
Naive Bayes,23222,real,fake,false FAKE,0.6579909252647362,politicsNews,408,200-499,129,True,True,True,Suppressing free press is 'how dictators get started': Senator McCain
Naive Bayes,16071,fake,real,false REAL,0.6555471732470954,Government News,659,500-999,180,False,False,False,TYRANNY: Obamaphone Fraud Kept Under Wraps Until Vote To Expand Program
Naive Bayes,12201,fake,real,false REAL,0.6554560235063468,politics,783,500-999,171,False,False,False,BREAKING: MI Court Of Appeals Orders Vote Recount To STOP…Jill Stein’s Democrat Activist Attorney Says Count Must Go On
Naive Bayes,28995,real,fake,false FAKE,0.6544164717573546,politicsNews,777,500-999,242,True,True,False,Davos elite alarmed at prospect of nominee Trump
Naive Bayes,12219,fake,real,false REAL,0.6527602385196509,politics,305,200-499,115,False,False,False,BREAKING: OBAMA-APPOINTED JUDGE ORDERS Vote Recount To Begin At Noon On Monday
Naive Bayes,28208,real,fake,false FAKE,0.6510138212242379,politicsNews,1027,1000+,273,True,True,False,Inside Kasich's long-shot strategy to beat Trump to the GOP nomination
Naive Bayes,20685,real,fake,false FAKE,0.6509961111865818,politicsNews,639,500-999,202,True,True,False,"In Trump's Ohio bastion, supporters dismiss uproar over Donald Jr."
Naive Bayes,26362,real,fake,false FAKE,0.6491503278556388,politicsNews,491,200-499,153,True,True,True,"Icahn praises Trump economic plan, says candidate will get blue-collar vote"
Naive Bayes,16377,fake,real,false REAL,0.648224689399823,Government News,303,200-499,99,False,False,False,"(VIDEO) WATER WARS: OBAMA’S EPA POWER GRAB TO REGULATE PUDDLES, PONDS, AND JUST ABOUT ANYTHING THAT’S WET"
Naive Bayes,10201,fake,real,false REAL,0.6469979577306502,politics,281,200-499,92,False,False,False,WHY THE HUGE 1.1 MILLION DROP in Food Stamp Enrollment? [VIDEO]
Naive Bayes,15954,fake,real,false REAL,0.6466595900623726,Government News,187,50-199,70,False,False,False,BATTLE OF THE “PAUL’S”: Angry Rand Paul Walks Out On Paul Ryan During Obamacare Discussion…Ryan’s Plan Would Create “New Entitlement Program”…Demands COMPLETE REPEAL
Naive Bayes,28190,real,fake,false FAKE,0.6449021757544857,politicsNews,1463,1000+,407,True,True,True,How Rubio’s campaign failed: problems from the start
Naive Bayes,21197,real,fake,false FAKE,0.6446535674779716,politicsNews,535,500-999,187,True,True,True,"Some toast Comey testimony, others shrug at U.S. bar 'watch parties'"
Naive Bayes,15850,fake,real,false REAL,0.6439152828581566,politics,247,200-499,92,False,False,False,BREAKING: COURAGEOUS FEDERAL JUDGE DENIES OBAMA’S REQUEST TO LIFT STAY ON EXECUTIVE AMNESTY
Naive Bayes,28812,real,fake,false FAKE,0.6433146359405799,politicsNews,308,200-499,117,True,True,True,"Obama says faith a cure for fears stirred by war, hard times"
Naive Bayes,27344,real,fake,false FAKE,0.6431606248879939,politicsNews,922,500-999,257,True,True,True,"Democrats Clinton, Sanders split nominating contests in Oregon, Kentucky"
Naive Bayes,23660,real,fake,false FAKE,0.6427965693591764,politicsNews,264,200-499,84,True,False,False,"Factbox: Trump on Twitter (Jan 31) - Pelosi, Democrats, Gorsuch"
Naive Bayes,27636,real,fake,false FAKE,0.6418729487352768,politicsNews,442,200-499,152,True,True,True,Baltimore primary voters back reform candidate for mayor after Freddie Gray unrest
Naive Bayes,25245,real,fake,false FAKE,0.6406719281610876,politicsNews,529,500-999,192,True,True,True,Transgender advocates fear reversal of civil rights under Trump
Naive Bayes,12889,fake,real,false REAL,0.6397215555120076,politics,220,200-499,83,False,False,False,BREAKING: SENATE STRIKES BACK After Obama Slaps 9/11 Victim’s Families In The Face….Vote 97-1
Naive Bayes,26838,real,fake,false FAKE,0.6372182878833433,politicsNews,576,500-999,187,True,True,True,New York LGBT bar becomes first U.S. monument to gay rights
Naive Bayes,27024,real,fake,false FAKE,0.6365579397127132,politicsNews,72,50-199,36,True,True,True,"After Orlando shooting, Donald Trump reiterates Muslim ban"
Naive Bayes,26668,real,fake,false FAKE,0.6361303668541085,politicsNews,560,500-999,194,True,True,True,"U.S. gun rules heighten tension between police, citizens: Obama"
Naive Bayes,35554,real,fake,false FAKE,0.6360011332817714,worldnews,429,200-499,132,True,True,True,CIA official tells jury about day 'all hell broke loose' in Benghazi
Naive Bayes,10357,fake,real,false REAL,0.6359088207595035,politics,518,500-999,148,False,False,False,DETROIT: IMMIGRANT STEALS $132 MILLION From Medicare…Owns $7 Million Mansion With Indoor Basketball Court…Defense Lawyer Mohammed Nasser Says He’s “Not a flight risk”
Naive Bayes,9310,fake,real,false REAL,0.6357600577816981,politics,403,200-499,123,False,False,False,JUST IN: Flynn to Plead Guilty to Lying to the FBI
Naive Bayes,11865,fake,real,false REAL,0.6333727932061122,politics,230,200-499,69,False,False,False,"WHOA! “Canada’s Donald Trump,” Billionaire And Shark Tank Host Kevin O’Leary Announces Run Against “Canada’s Barack Obama” [VIDEO]"
Naive Bayes,21568,real,fake,false FAKE,0.6316429908821346,politicsNews,671,500-999,250,True,True,True,Ex-U.S. Congressman Weiner pleads guilty in teen 'sexting' case
Naive Bayes,28963,real,fake,false FAKE,0.6295956019874035,politicsNews,501,500-999,168,True,True,True,Obama: Sanders has 'luxury' of being long shot in Democratic race
Naive Bayes,15184,fake,real,false REAL,0.6293699492503312,politics,514,500-999,144,False,False,False,COME TO AMERICA…THEY’VE GOT MONEY GROWING ON TREES: U.S. To Provide Ridiculous Amount Of Services and Funds To Each Refugee
Naive Bayes,9172,fake,real,false REAL,0.6288852893402525,politics,573,500-999,150,False,False,False,JUST IN: Fusion GPS Sued By 3 Billionaires Over Their “Defamation” In War Against Trump
Naive Bayes,20317,real,fake,false FAKE,0.6271885842828914,politicsNews,400,200-499,120,True,True,True,Alien Donald Trump appears on Mexico City billboard
Naive Bayes,28109,real,fake,false FAKE,0.6265012967456747,politicsNews,250,200-499,72,True,True,True,¿Qué bolá? Obama jokes with Cuban humorist in video
Naive Bayes,16193,fake,real,false REAL,0.6260464110768585,Government News,382,200-499,123,False,False,False,BREAKING REPORT: Two Al Qaeda Terrorists Able To Enter U.S. As Refugees: “I wouldn’t be surprised if there were many more…”
Naive Bayes,24251,real,fake,false FAKE,0.6252102973671749,politicsNews,746,500-999,246,True,True,False,"Obama pushes values and prods Trump in final, emotional address"
Naive Bayes,2196,fake,real,false REAL,0.6239521956693319,News,436,200-499,151,False,False,False, Did Trump’s Former Campaign Manager Have People Killed? His Daughters Say He Did
Naive Bayes,28385,real,fake,false FAKE,0.6234443237048517,politicsNews,243,200-499,72,True,True,False,Kentucky governor sues to close abortion clinic
Naive Bayes,6116,fake,real,false REAL,0.6219121717249443,News,425,200-499,112,False,False,False," Missouri Legislators Took 32,138 Free Gifts From Lobbyists"
Naive Bayes,13109,fake,real,false REAL,0.6216688431571876,politics,293,200-499,104,True,False,False,"#CrookedHillary’s Karma! NEW POLL Shows Trump Takes Lead In BLUE STATES: Michigan, Wisconsin, New Hampshire And Maine"
Naive Bayes,1679,fake,real,false REAL,0.6200219905818315,News,536,500-999,188,False,False,False, Court Slams Down Trump’s Order Blocking Funding To Sanctuary Cities
Naive Bayes,18593,real,fake,false FAKE,0.6167355950173812,politicsNews,941,500-999,301,True,True,False,Republican Senate candidate Moore hit by sexual misconduct allegations
Naive Bayes,14889,fake,real,false REAL,0.6162890993186428,politics,612,500-999,177,False,False,False,FIGHTING TO WIN: Russia Annihilates Dozens Of ISIS Oil Tankers…And Shares The Video With The World
Naive Bayes,22001,real,fake,false FAKE,0.6150636827364317,politicsNews,397,200-499,145,True,True,True,Hillary Clinton makes surprise appearance at New York film panel
Naive Bayes,25636,real,fake,false FAKE,0.6117784852671448,politicsNews,243,200-499,80,True,True,True,Ex-Red Sox pitcher mulls run against Senator Warren in Massachusetts
Naive Bayes,10658,fake,real,false REAL,0.6114165627775976,politics,426,200-499,152,False,False,False,WINNING! COAL MINERS CHEER When President Trump Announces First Coal Mine Opening in 6 Years Video]
Naive Bayes,15168,fake,real,false REAL,0.6114071765719064,politics,549,500-999,146,False,False,False,POPE MAKES VISIT TO NUNS OBAMA REGIME IS SUING For Not Conforming To Obamacare Contraception Mandate
Naive Bayes,26525,real,fake,false FAKE,0.6111891244483407,politicsNews,1184,1000+,341,True,True,True,"As Republicans anoint Trump, party grapples with identity crisis"
Naive Bayes,19844,real,fake,false FAKE,0.6091428082486902,politicsNews,68,50-199,28,True,False,False,Factbox: Trump on Twitter (Aug 31) - Texas
Naive Bayes,26677,real,fake,false FAKE,0.6086094686244454,politicsNews,788,500-999,241,True,True,True,Dallas attack adds to Cleveland concerns before Republican convention
Naive Bayes,19264,real,fake,false FAKE,0.6067518925422497,politicsNews,374,200-499,131,True,True,True,Weinstein on indefinite leave as company investigates allegations
Naive Bayes,26345,real,fake,false FAKE,0.604054036886561,politicsNews,989,500-999,321,True,True,True,"Clinton blasts Trump for 'casual inciting of violence,' Republicans shaken"
Naive Bayes,22553,real,fake,false FAKE,0.6029953950492264,politicsNews,307,200-499,107,True,True,False,Trump on Obamacare repeal: from boasts of greatness to lessons learned
Naive Bayes,38219,real,fake,false FAKE,0.6022489008872836,worldnews,564,500-999,153,True,True,False,Immigrants in Central Florida nervous about seeking shelter
Naive Bayes,15992,fake,real,false REAL,0.6020447286786104,Government News,385,200-499,128,False,False,False,HOUSE TAKES Measures To Impeach IRS Chief After Stubborn Refusal To Cooperate…Who Do These People Think They Are? The IRS?
Naive Bayes,16888,fake,real,false REAL,0.6018212078973908,left-news,497,200-499,142,False,False,False,"SAUDI BILLIONAIRE Who Used Sharia Law To Make Fortune, Donates $10 MILLION To Yale University To Build Islamic Law Center"
Naive Bayes,16169,fake,real,false REAL,0.6014940710690764,Government News,546,500-999,177,False,False,False,BUDGET VOTE TODAY! You’ll Flip Out When You See The List Of Pork In This Bill – Call DC!
Naive Bayes,646,fake,real,false REAL,0.601104259955451,News,530,500-999,176,False,False,False, Report: Corrupt Wall Streeters Are Three Times More Likely To Go Unpunished Under Trump
Naive Bayes,9852,fake,real,false REAL,0.6000632279236732,politics,351,200-499,110,False,False,False,NYC: Turkish Thugs Beat Up Protesters…Deny Free Speech During Turkish President’s Speech [Video]
Naive Bayes,24420,real,fake,false FAKE,0.5979108126946957,politicsNews,451,200-499,126,True,True,False,Mormon Tabernacle Choir member resigns rather than sing for Trump
Naive Bayes,10181,fake,real,false REAL,0.5958527592963675,politics,327,200-499,91,False,False,False,"WATCH: CNN DOES SEGMENT From Bunker In Hawaii, Tells Viewers Hawaii’s Been Preparing For Nuclear Strike Since Trump Took Office…CNN’s Best Survival Tip: “FIND A CAVE”"
Naive Bayes,11168,fake,real,false REAL,0.5954930358919274,politics,141,50-199,62,False,False,False,"SORE LOSER, WAR-HAWK John McCain Blames President Trump For Syrian Chemical Attack [VIDEO]"
Naive Bayes,15227,fake,real,false REAL,0.594409033828039,politics,259,200-499,83,True,False,False,"IN A RULING THAT WILL MAKE OBAMA’S HEAD SPIN, Fed Judge Says Telling Illegals “Show Us Your Papers” Is Not Discriminatory"
Naive Bayes,17437,fake,real,false REAL,0.5932369809072404,US_News,1708,1000+,428,False,False,False,"OPEN SOCIETY: Soros-backed, Anti-Trump Immigration Protests ‘Sprung from Nowhere’ at Airports Across America"
Naive Bayes,1636,fake,real,false REAL,0.593175870753625,News,374,200-499,114,False,False,False, Trump’s Favorite New Dictator Just Cut Off Access To Wikipedia
Naive Bayes,17664,fake,real,false REAL,0.5917891123832237,US_News,2126,1000+,523,False,False,False,Hillary Clinton’s ‘Presidency’ has Already Begun as Lame Ducks Promote Her War on Syria
Naive Bayes,12288,fake,real,false REAL,0.5915636321168386,politics,130,50-199,50,False,False,False,CUBA’S FIDEL CASTRO DIES…Hundreds Dance In The Streets…What Will Obama Do? [Video]
Naive Bayes,31514,real,fake,false FAKE,0.5898647683415532,worldnews,724,500-999,160,True,True,True,Prince Harry's engagement shows British monarchy has moved on from scandals of past
Naive Bayes,25498,real,fake,false FAKE,0.5896844537052148,politicsNews,536,500-999,181,True,True,True,Clinton adds pop of celebrity in homestretch of campaign
