article_index,actual,models_wrong,n_models_wrong,subject,n_words,n_matched_features,mentions_reuters,title
21526,real,nb,1,politicsNews,422,142,True,"Trump can't stop American progress on climate, Al Gore tells Cannes"
18241,real,nb,1,politicsNews,673,208,True,Trump lawyer's account about tweets raises questions about what president knew
22389,real,lr,1,politicsNews,39,19,True,ADVISORY: Story on Kushner visiting Iraq withdrawn
27766,real,nb,1,politicsNews,361,131,True,U.N. rights chief decries 'bigotry' in U.S. presidential race
28849,real,nb,1,politicsNews,492,166,True,Republican Cruz apologizes for email implying Carson might exit race
26438,real,nb,1,politicsNews,418,145,True,Trump to Clinton: 'No more Mr. Nice Guy'
25979,real,nb,1,politicsNews,935,283,True,"In Pennsylvania Senate race, unfamiliar battle lines on gun rights"
18432,real,nb,1,politicsNews,98,40,True,Factbox: Trump on Twitter (Nov 27) - Networks
21584,real,nb,1,politicsNews,837,280,True,"For Trump's defenders, White House turmoil is politics as usual"
28208,real,nb,1,politicsNews,1027,273,True,Inside Kasich's long-shot strategy to beat Trump to the GOP nomination
27636,real,nb,1,politicsNews,442,152,True,Baltimore primary voters back reform candidate for mayor after Freddie Gray unrest
25165,real,svm,1,politicsNews,339,126,True,U.S. to push ahead on climate pact before Trump takes over: Kerry
27118,real,nb,1,politicsNews,274,78,True,"Obama lauds Denver Broncos, Peyton Manning for Super Bowl win"
25611,real,nb,1,politicsNews,886,202,True,Factbox: Women who have alleged inappropriate conduct by Trump
29047,real,svm,1,politicsNews,314,105,False,Obama unveils wage insurance plan to spur job seekers
19844,real,nb,1,politicsNews,68,28,True,Factbox: Trump on Twitter (Aug 31) - Texas
29044,real,nb,1,politicsNews,890,296,True,Sanders lashes out at Clinton in contentious Democratic debate
29059,real,nb,1,politicsNews,472,159,True,Trump fans in Iowa cheer his debate performance
26525,real,nb,1,politicsNews,1184,341,True,"As Republicans anoint Trump, party grapples with identity crisis"
22806,real,nb,1,politicsNews,93,42,True,Trump suggests more information coming about wiretap claim: Fox News interview
23349,real,nb,1,politicsNews,187,59,True,Burlington to drop Ivanka Trump brand online: Business Insider
22334,real,nb,1,politicsNews,378,109,True,Trump wins Scottish golf course privacy rights case
18127,real,nb,1,politicsNews,526,174,True,Roy Moore campaign casts Alabama race as referendum on Trump
27942,real,nb,1,politicsNews,317,124,True,"Clinton, Sanders audition for role as anti-Trump candidate"
18593,real,nb,1,politicsNews,941,301,True,Republican Senate candidate Moore hit by sexual misconduct allegations
26345,real,nb,1,politicsNews,989,321,True,"Clinton blasts Trump for 'casual inciting of violence,' Republicans shaken"
28691,real,nb,1,politicsNews,919,249,True,"From a river town in Slovenia to Trump Tower, and the White House?"
